0.052249	0.19998	0.22953	0.27385	0.34771	0.49544	0.93864	1.825	2.7114	2.6069	1.7205	0.83414	0.39095	0.24321	0.16935	0.12503	0.095483
-0.33549	-0.23415	-0.21388	-0.18348	-0.13281	-0.031475	0.27254	0.88057	1.4886	2.1596	1.5516	0.94352	0.63951	0.53817	0.4875	0.4571	0.43683
1.4758	1.0532	0.96872	0.84194	0.63066	0.20809	-1.0596	-3.5951	-6.1305	-9.0821	-6.5467	-4.0112	-2.7435	-2.3209	-2.1097	-1.9829	-1.8984
0.61842	0.62836	0.63035	0.63334	0.63831	0.64826	0.6781	0.73777	0.79745	-0.43938	-0.49906	-0.55874	-0.58858	-0.59852	-0.6035	-0.60648	-0.60847
2.6339	2.5681	2.555	2.5353	2.5024	2.4366	2.2394	1.8449	1.4505	-3.8173	-3.4228	-3.0283	-2.8311	-2.7654	-2.7325	-2.7128	-2.6996
1.2481	1.2932	1.3022	1.3157	1.3382	1.3833	1.5185	1.789	2.0594	-0.43678	-0.70721	-0.97765	-1.1129	-1.1579	-1.1805	-1.194	-1.203
0.33047	0.42117	0.43931	0.46652	0.51187	0.60257	0.87467	1.4189	1.9631	1.3022	0.75795	0.21374	-0.058364	-0.14907	-0.19442	-0.22163	-0.23977
0.10027	-0.029239	-0.055142	-0.093995	-0.15875	-0.28826	-0.6768	-1.4539	-2.2309	-2.4315	-1.6544	-0.87734	-0.48881	-0.3593	-0.29454	-0.25569	-0.22978
-2.1005	-2.1626	-2.175	-2.1937	-2.2247	-2.2868	-2.4731	-2.8458	-3.2184	0.9826	1.3552	1.7279	1.9142	1.9763	2.0073	2.026	2.0384
1.1459	0.8409	0.77989	0.68838	0.53586	0.23082	-0.68429	-2.5145	-4.3447	-6.6366	-4.8064	-2.9762	-2.061	-1.756	-1.6035	-1.512	-1.451
-0.14587	-0.11771	-0.11208	-0.10363	-0.089552	-0.061394	0.02308	0.19203	0.36098	0.65271	0.48376	0.31482	0.23034	0.20218	0.18811	0.17966	0.17403
-0.14832	-0.25432	-0.27552	-0.30732	-0.36032	-0.46633	-0.78434	-1.4204	-2.0564	-1.7597	-1.1237	-0.48771	-0.1697	-0.063692	-0.01069	0.021111	0.042311
0.2835	0.48001	0.51931	0.57826	0.67651	0.87302	1.4625	2.6416	3.8206	3.2536	2.0746	0.89555	0.30603	0.10952	0.011265	-0.047688	-0.086989
0.0098118	0.093274	0.10997	0.13501	0.17674	0.2602	0.51059	1.0114	1.5121	1.4925	0.99174	0.49096	0.24058	0.15711	0.11538	0.090343	0.073651
0.65521	0.45961	0.42049	0.36181	0.26401	0.06841	-0.51839	-1.692	-2.8656	-4.176	-3.0024	-1.8288	-1.242	-1.0464	-0.94861	-0.88993	-0.85081
-2.7659	-2.9736	-3.0151	-3.0774	-3.1812	-3.3889	-4.0118	-5.2577	-6.5036	-0.97184	0.27407	1.52	2.1429	2.3506	2.4544	2.5167	2.5582
-0.91897	-0.81359	-0.79251	-0.7609	-0.70821	-0.60283	-0.28669	0.3456	0.97788	2.8158	2.1835	1.5512	1.2351	1.1297	1.077	1.0454	1.0243
-0.39885	-0.69083	-0.74922	-0.83681	-0.9828	-1.2748	-2.1507	-3.9025	-5.6544	-4.8567	-3.1048	-1.353	-0.47707	-0.18509	-0.039106	0.048486	0.10688
1.2394	1.2468	1.2483	1.2505	1.2542	1.2616	1.2839	1.3283	1.3728	-1.1059	-1.1504	-1.1949	-1.2171	-1.2245	-1.2282	-1.2305	-1.2319
0.49211	0.36365	0.33795	0.29942	0.23519	0.10672	-0.27866	-1.0494	-1.8202	-2.8044	-2.0336	-1.2629	-0.87749	-0.74903	-0.6848	-0.64626	-0.62057
2.0563	2.4285	2.5029	2.6146	2.8006	3.1728	4.2893	6.5222	8.7551	4.6425	2.4095	0.17661	-0.93986	-1.312	-1.4981	-1.6097	-1.6842
-1.5298	-1.5457	-1.5489	-1.5537	-1.5616	-1.5775	-1.6253	-1.7209	-1.8164	1.2431	1.3387	1.4342	1.482	1.4979	1.5059	1.5107	1.5138
0.39653	0.58627	0.62422	0.68114	0.77602	0.96576	1.535	2.6735	3.8119	3.0189	1.8804	0.74194	0.17271	-0.017038	-0.11191	-0.16883	-0.20678
-0.3391	-0.44706	-0.46865	-0.50104	-0.55502	-0.66298	-0.98687	-1.6346	-2.2824	-1.6042	-0.95644	-0.30867	0.015212	0.12317	0.17715	0.20954	0.23114
-2.2864	-2.3954	-2.4173	-2.45	-2.5045	-2.6136	-2.9408	-3.5953	-4.2497	0.32301	0.97746	1.6319	1.9591	2.0682	2.1228	2.1555	2.1773
0.30657	0.20964	0.19026	0.16118	0.11272	0.015791	-0.27499	-0.85655	-1.4381	-2.0513	-1.4697	-0.88813	-0.59735	-0.50042	-0.45196	-0.42288	-0.4035
1.5574	1.604	1.6133	1.6273	1.6506	1.6972	1.837	2.1167	2.3963	-0.71848	-0.99812	-1.2778	-1.4176	-1.4642	-1.4875	-1.5015	-1.5108
-0.65948	-0.98372	-1.0486	-1.1458	-1.308	-1.6322	-2.6049	-4.5504	-6.4958	-5.1768	-3.2314	-1.286	-0.31324	0.011002	0.17312	0.27039	0.33524
0.1251	-0.096644	-0.14099	-0.20751	-0.31839	-0.54013	-1.2053	-2.5358	-3.8662	-4.1164	-2.786	-1.4555	-0.79032	-0.56858	-0.45771	-0.39119	-0.34684
-0.43125	-0.30386	-0.27838	-0.24016	-0.17646	-0.049066	0.33312	1.0975	1.8619	2.7244	1.96	1.1956	0.81344	0.68604	0.62234	0.58412	0.55865
0.75834	0.57623	0.53981	0.48517	0.39412	0.21201	-0.33433	-1.427	-2.5197	-4.0363	-2.9437	-1.851	-1.3047	-1.1226	-1.0315	-0.97687	-0.94045
2.0325	1.9974	1.9903	1.9798	1.9622	1.927	1.8216	1.6106	1.3997	-2.6654	-2.4544	-2.2435	-2.138	-2.1028	-2.0853	-2.0747	-2.0677
-1.5039	-1.5489	-1.5579	-1.5714	-1.5939	-1.6389	-1.774	-2.0441	-2.3142	0.69359	0.96369	1.2338	1.3688	1.4138	1.4364	1.4499	1.4589
0.67823	0.76376	0.78086	0.80652	0.84929	0.93481	1.1914	1.7045	2.2177	0.86122	0.34807	-0.16508	-0.42166	-0.50718	-0.54995	-0.5756	-0.59271
-0.65279	-0.82645	-0.86118	-0.91328	-1.0001	-1.1738	-1.6947	-2.7366	-3.7786	-2.473	-1.4311	-0.38913	0.13183	0.30549	0.39231	0.44441	0.47914
1.3187	1.4339	1.4569	1.4915	1.5491	1.6643	2.0098	2.7008	3.3919	0.75443	0.063379	-0.62767	-0.9732	-1.0884	-1.146	-1.1805	-1.2036
2.026	1.8389	1.8015	1.7454	1.6518	1.4647	0.90347	-0.2191	-1.3417	-5.3937	-4.2712	-3.1486	-2.5873	-2.4002	-2.3067	-2.2505	-2.2131
-0.28194	-0.5134	-0.55969	-0.62913	-0.74485	-0.97631	-1.6707	-3.0594	-4.4482	-3.8843	-2.4956	-1.1068	-0.41244	-0.18098	-0.06525	0.0041875	0.050479
-2.3599	-2.374	-2.3768	-2.381	-2.3881	-2.4021	-2.4443	-2.5287	-2.6131	2.1068	2.1912	2.2755	2.3177	2.3318	2.3388	2.3431	2.3459
-0.68225	-0.77107	-0.78883	-0.81548	-0.85989	-0.9487	-1.2152	-1.7481	-2.281	-0.91649	-0.38358	0.14934	0.41579	0.50461	0.54902	0.57567	0.59343
1.8487	1.6792	1.6452	1.5944	1.5096	1.34	0.83126	-0.18622	-1.2037	-4.9012	-3.8837	-2.8662	-2.3575	-2.1879	-2.1031	-2.0522	-2.0183
-0.32843	-0.28674	-0.2784	-0.26589	-0.24505	-0.20336	-0.078296	0.17184	0.42197	1.0788	0.82869	0.57856	0.45349	0.4118	0.39096	0.37845	0.37012
0.11195	0.023042	0.00526	-0.021412	-0.065866	-0.15477	-0.4215	-0.95494	-1.4884	-1.7123	-1.1788	-0.6454	-0.37867	-0.28976	-0.24531	-0.21864	-0.20086
-0.20972	-0.040409	-0.0065467	0.044246	0.1289	0.29821	0.80614	1.822	2.8379	3.2573	2.2414	1.2256	0.71765	0.54834	0.46368	0.41289	0.37903
0.28965	0.25122	0.24354	0.23201	0.2128	0.17438	0.059105	-0.17144	-0.40198	-0.98127	-0.75073	-0.52019	-0.40492	-0.36649	-0.34728	-0.33576	-0.32807
-1.0511	-0.95127	-0.93131	-0.90137	-0.85147	-0.75168	-0.45228	0.14652	0.74531	2.8475	2.2487	1.6499	1.3505	1.2507	1.2008	1.1708	1.1509
0.50989	0.82057	0.8827	0.97591	1.1312	1.4419	2.374	4.238	6.1021	5.0823	3.2183	1.3542	0.42215	0.11147	-0.043873	-0.13708	-0.19921
0.77385	0.45424	0.39032	0.29444	0.13464	-0.18497	-1.1438	-3.0614	-4.9791	-6.5267	-4.6091	-2.6915	-1.7327	-1.4131	-1.2533	-1.1574	-1.0935
-1.0949	-1.2975	-1.338	-1.3988	-1.5001	-1.7026	-2.3104	-3.5259	-4.7414	-2.5517	-1.3361	-0.12063	0.48713	0.68972	0.79101	0.85179	0.8923
0.0017921	0.21712	0.26018	0.32478	0.43245	0.64777	1.2938	2.5857	3.8777	3.8741	2.5821	1.2902	0.64419	0.42886	0.3212	0.2566	0.21353
-0.2396	-0.43607	-0.47536	-0.53431	-0.63254	-0.82901	-1.4184	-2.5973	-3.7761	-3.2969	-2.1181	-0.93923	-0.34981	-0.15334	-0.055108	0.0038336	0.043128
-0.59173	-0.60317	-0.60546	-0.60889	-0.61461	-0.62605	-0.66038	-0.72903	-0.79767	0.38579	0.45444	0.52308	0.55741	0.56885	0.57457	0.578	0.58029
2.315	2.3544	2.3622	2.374	2.3937	2.4331	2.5511	2.7872	3.0232	-1.6068	-1.8429	-2.079	-2.197	-2.2363	-2.256	-2.2678	-2.2757
-0.22512	-0.084645	-0.05655	-0.014408	0.055828	0.1963	0.61772	1.4606	2.3034	2.7536	1.9108	1.068	0.64654	0.50606	0.43583	0.39369	0.36559
-0.70328	-0.97191	-1.0256	-1.1062	-1.2405	-1.5092	-2.315	-3.9268	-5.5386	-4.132	-2.5202	-0.90848	-0.1026	0.16603	0.30034	0.38093	0.43465
0.76183	0.71655	0.70749	0.6939	0.67126	0.62598	0.49012	0.2184	-0.053311	-1.577	-1.3053	-1.0335	-0.89769	-0.8524	-0.82976	-0.81618	-0.80712
-0.73878	-0.87142	-0.89795	-0.93774	-1.0041	-1.1367	-1.5346	-2.3305	-3.1263	-1.6487	-0.8529	-0.05706	0.34086	0.4735	0.53982	0.57961	0.60614
-1.0839	-1.0324	-1.0222	-1.0067	-0.98099	-0.92955	-0.77522	-0.46655	-0.15788	2.0099	1.7012	1.3926	1.2382	1.1868	1.1611	1.1456	1.1353
0.96632	0.94031	0.93511	0.92731	0.9143	0.88829	0.81026	0.65421	0.49815	-1.4345	-1.2784	-1.1224	-1.0444	-1.0183	-1.0053	-0.99753	-0.99233
1.2635	1.3341	1.3483	1.3694	1.4047	1.4753	1.6871	2.1108	2.5344	0.0073078	-0.4163	-0.83992	-1.0517	-1.1223	-1.1576	-1.1788	-1.1929
0.36699	0.49498	0.52058	0.55898	0.62298	0.75098	1.135	1.903	2.6709	1.937	1.169	0.401	0.017006	-0.11099	-0.17499	-0.21339	-0.23899
-0.22487	-0.21236	-0.20986	-0.20611	-0.19985	-0.18734	-0.14982	-0.074768	0.00028185	0.45002	0.37497	0.29992	0.26239	0.24989	0.24363	0.23988	0.23738
-0.26767	-0.39914	-0.42543	-0.46487	-0.53061	-0.66208	-1.0565	-1.8453	-2.6341	-2.0988	-1.31	-0.52115	-0.12674	0.0047276	0.070463	0.1099	0.1362
-0.69031	-0.49745	-0.45887	-0.40101	-0.30458	-0.11172	0.46688	1.6241	2.7813	4.1619	3.0047	1.8475	1.2689	1.076	0.97961	0.92175	0.88318
0.44647	0.16844	0.11283	0.029425	-0.10959	-0.38762	-1.2217	-2.8899	-4.5581	-5.451	-3.7828	-2.1147	-1.2806	-1.0025	-0.86352	-0.78011	-0.7245
0.74287	0.81395	0.82817	0.8495	0.88504	0.95613	1.1694	1.5959	2.0224	0.5367	0.11018	-0.31634	-0.5296	-0.60069	-0.63623	-0.65756	-0.67178
1.2645	1.3388	1.3537	1.376	1.4132	1.4875	1.7105	2.1565	2.6024	0.073424	-0.37255	-0.81853	-1.0415	-1.1158	-1.153	-1.1753	-1.1902
-2.1291	-2.0628	-2.0496	-2.0297	-1.9965	-1.9302	-1.7314	-1.3336	-0.9358	3.3225	2.9247	2.5269	2.328	2.2617	2.2286	2.2087	2.1954
-2.0452	-2.0444	-2.0443	-2.0441	-2.0437	-2.0429	-2.0407	-2.0361	-2.0316	2.0588	2.0543	2.0497	2.0475	2.0467	2.0463	2.0461	2.0459
-0.61704	-0.67551	-0.6872	-0.70474	-0.73397	-0.79244	-0.96784	-1.3186	-1.6694	-0.43534	-0.084542	0.26625	0.44165	0.50011	0.52935	0.54689	0.55858
0.18888	0.18057	0.17891	0.17642	0.17226	0.16395	0.13902	0.089159	0.039296	-0.33847	-0.28861	-0.23875	-0.21381	-0.2055	-0.20135	-0.19886	-0.19719
-1.1256	-1.2606	-1.2876	-1.3281	-1.3956	-1.5306	-1.9355	-2.7454	-3.5553	-1.3041	-0.49419	0.31572	0.72067	0.85565	0.92314	0.96364	0.99064
-0.49621	-0.48364	-0.48113	-0.47736	-0.47108	-0.45851	-0.42082	-0.34544	-0.27006	0.72236	0.64697	0.57159	0.5339	0.52133	0.51505	0.51128	0.50877
0.8256	0.9653	0.99324	1.0352	1.105	1.2447	1.6638	2.502	3.3402	1.689	0.85079	0.012594	-0.40651	-0.54621	-0.61606	-0.65797	-0.68591
0.34612	0.22139	0.19644	0.15902	0.096657	-0.028074	-0.40227	-1.1507	-1.899	-2.5913	-1.8429	-1.0945	-0.72031	-0.59558	-0.53321	-0.4958	-0.47085
-0.6329	-0.43584	-0.39643	-0.33731	-0.23878	-0.041729	0.54944	1.7318	2.9141	4.1799	2.9976	1.8152	1.2241	1.027	0.92848	0.86936	0.82995
-0.47192	-0.53094	-0.54275	-0.56046	-0.58997	-0.649	-0.82608	-1.1802	-1.5344	-0.59058	-0.23642	0.11775	0.29483	0.35386	0.38337	0.40108	0.41289
0.36564	0.074539	0.01632	-0.071009	-0.21656	-0.50765	-1.3809	-3.1275	-4.8741	-5.6054	-3.8588	-2.1122	-1.2389	-0.94783	-0.80228	-0.71495	-0.65673
2.4809	2.439	2.4307	2.4181	2.3972	2.3553	2.2296	1.9783	1.727	-3.2348	-2.9835	-2.7322	-2.6066	-2.5647	-2.5437	-2.5312	-2.5228
1.0832	1.3287	1.3778	1.4514	1.5742	1.8197	2.5561	4.029	5.5019	3.3355	1.8626	0.38971	-0.34675	-0.59223	-0.71498	-0.78862	-0.83772
0.87922	1.2521	1.3267	1.4386	1.625	1.9979	3.1166	5.354	7.5914	5.8329	3.5956	1.3582	0.23948	-0.13342	-0.31987	-0.43174	-0.50632
0.32201	0.27878	0.27013	0.25716	0.23555	0.19232	0.062623	-0.19676	-0.45615	-1.1002	-0.84078	-0.58139	-0.4517	-0.40847	-0.38685	-0.37389	-0.36524
-0.93261	-0.73402	-0.6943	-0.63472	-0.53543	-0.33684	0.25894	1.4505	2.642	4.5072	3.3157	2.1242	1.5284	1.3298	1.2305	1.1709	1.1312
-1.0902	-1.2366	-1.2659	-1.3098	-1.383	-1.5294	-1.9686	-2.8469	-3.7252	-1.5447	-0.66638	0.21194	0.65109	0.79748	0.87067	0.91459	0.94386
